🕘️更新时间,#genre#
☘️山西频道,#genre#
古县综合,http://localhost:8000/hls/-3867920097619398472
定襄综合,http://localhost:8000/hls/336787697161182950
平遥新闻综合,http://localhost:8000/hls/1052439193237151043
怀仁综合,http://localhost:8000/hls/-2028771150521364249
怀仁综合,http://localhost:8000/hls/-9167191447100548333
武乡新闻综合,http://localhost:8000/hls/-2751707081416292721
祁县新闻综合,http://localhost:8000/hls/434851803528094337
长子综合,http://localhost:8000/hls/-2052381917247776532
阳曲综合,http://localhost:8000/hls/-4345056269347597906

☘️安徽频道,#genre#
黄山新闻综合,http://localhost:8000/hls/-8914854912307727452
黄山公共生活,http://localhost:8000/hls/-4481951775523313634
铜陵新闻综合,http://localhost:8000/hls/-8042081168591712067
祁门综合,http://localhost:8000/hls/-5799648458747318476
宿松新闻综合,http://localhost:8000/hls/7422782323292322960
宿州新闻综合,http://localhost:8000/hls/-8379054052535476510
宿州公共,http://localhost:8000/hls/-8567801396942973321
六安新闻综合,http://localhost:8000/hls/-6457234732381386381
六安公共,http://localhost:8000/hls/-2015748469958227357

☘️宁夏频道,#genre#
宁夏经济,http://localhost:8000/hls/-5891842055763724292

☘️吉林频道,#genre#
延边卫视,http://localhost:8000/hls/-7831265924683794880
长白朝语,http://localhost:8000/hls/-5778032463316337493

☘️内蒙古频道,#genre#
内蒙经济,http://localhost:8000/hls/2537384533474679240
内蒙古经济生活,http://localhost:8000/hls/2537384533474679240

☘️云南频道,#genre#
文山州公共,http://localhost:8000/hls/-2586949286578533906
文山州新闻综合,http://localhost:8000/hls/6536959141818086780

☘️青海频道,#genre#
安多卫视,http://localhost:8000/hls/4496810265413368138

☘️黑龙江频道,#genre#
黑龙江文体,http://localhost:8000/hls/-5837615944868391358
黑龙江文体,http://localhost:8000/hls/-4186878564580825929
黑龙江新闻法治,http://localhost:8000/hls/4147214694378382532
黑龙江新闻法治,http://localhost:8000/hls/2234918863740322788
黑龙江新闻法治,http://localhost:8000/hls/-9148657320956780570
黑龙江影视,http://localhost:8000/hls/-829774868418179007
黑龙江影视,http://localhost:8000/hls/-5236675144355139344
黑龙江都市,http://localhost:8000/hls/1987693155279139097
黑龙江都市,http://localhost:8000/hls/7316091573048919497
黑龙江少儿,http://localhost:8000/hls/-2867530405334104371
黑龙江少儿,http://localhost:8000/hls/-846742927094856232
黑龙江少儿,http://localhost:8000/hls/-4378024814226173455
黑龙江新闻,http://localhost:8000/hls/2234918863740322788
哈尔滨新闻综合,http://localhost:8000/hls/7423747517119652799
鹤岗新闻综合,http://localhost:8000/hls/-3544302414320063528
佳木斯新闻综合,http://localhost:8000/hls/-7972987355715740189
齐齐哈尔新闻综合,http://localhost:8000/hls/-1834457165290592176

🌊港·澳·台,#genre#
翡翠台,http://localhost:8000/hls/-2258083055391918154
翡翠台,http://localhost:8000/hls/6451319041368713771
翡翠台,http://localhost:8000/hls/7231679364293843041
翡翠台,http://localhost:8000/hls/-6090615104736527050
凤凰中文,http://localhost:8000/hls/-5435806487004639343
凤凰中文,http://localhost:8000/hls/658922025742077003
凤凰中文,http://localhost:8000/hls/-8042878580472720101
凤凰中文,http://localhost:8000/hls/3081075822965064457
凤凰资讯,http://localhost:8000/hls/5372371227564684849
凤凰资讯,http://localhost:8000/hls/6039305042562907743
凤凰资讯,http://localhost:8000/hls/3108756941018893945
凤凰香港,http://localhost:8000/hls/-5492078647087020544
凤凰香港,http://localhost:8000/hls/3998573623499786495
凤凰卫视,http://localhost:8000/hls/3542599513548944533
TVBS亚洲,http://localhost:8000/hls/-7268047453781584913
香港卫视,http://localhost:8000/hls/-8042878580472720101
J2,http://localhost:8000/hls/8584338383438917281
Viutv,http://localhost:8000/hls/5753102657192063275
无线新闻,http://localhost:8000/hls/1837584291217464071
无线新闻,http://localhost:8000/hls/-2023795196377479848
无线新闻,http://localhost:8000/hls/1039823495125085430
三立新闻,http://localhost:8000/hls/-8373511283961293617

🎬电影频道,#genre#
CHC家庭影院,http://localhost:8000/hls/4509075721493291499
CHC家庭影院,http://localhost:8000/hls/2859576955600812355
CHC家庭影院,http://localhost:8000/hls/-9189166886448338255
CHC家庭影院,http://localhost:8000/hls/-193413592828435470
CHC动作电影,http://localhost:8000/hls/4812858004244106395
CHC动作电影,http://localhost:8000/hls/-6171899598577659034
CHC动作电影,http://localhost:8000/hls/1886634899423608302
NewTV惊悚悬疑,http://localhost:8000/hls/-5723042388257739004
NewTV动作电影,http://localhost:8000/hls/-9105074067217885638
黑莓电影,http://localhost:8000/hls/7537271193232935419
靖天映画,http://localhost:8000/hls/-4051149301954970022
靖天戏剧,http://localhost:8000/hls/1872915838697847945
靖天戏剧,http://localhost:8000/hls/-1279224006701654648
经典电影,http://localhost:8000/hls/-6753990297678374877
经典电影,http://localhost:8000/hls/2968746080251864469
天映经典,http://localhost:8000/hls/3349757600124256795
无线星河,http://localhost:8000/hls/-7798002108278350377
无线星河,http://localhost:8000/hls/7481098786933352341
东森洋片,http://localhost:8000/hls/5170724194166722239

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://localhost:8000/hls/-7237200012101658642
CCTV-5,http://localhost:8000/hls/-7200410516318766180
CCTV-5,http://localhost:8000/hls/-1014229003662592753
CCTV-5,http://localhost:8000/hls/-8870309530722187427
CCTV-5,http://localhost:8000/hls/7987710746632638724
CCTV-5+,http://localhost:8000/hls/-1673793412248645622
CCTV-5+,http://localhost:8000/hls/-2497797495450514100
CCTV-5+,http://localhost:8000/hls/-5074114314827441818
广东体育,http://localhost:8000/hls/-5291637890012981197
广东体育,http://localhost:8000/hls/-9099547620081254808
劲爆体育,http://localhost:8000/hls/-3577092884324939460
劲爆体育,http://localhost:8000/hls/-3366102056335128128
劲爆体育,http://localhost:8000/hls/-8246777343355694648
劲爆体育,http://localhost:8000/hls/1318980590669160299
爱体育,http://localhost:8000/hls/735705854539765588
广州竞赛,http://localhost:8000/hls/-6121516623070550592
魅力足球,http://localhost:8000/hls/-8851513004097087144
魅力足球,http://localhost:8000/hls/1541336363255697432
魅力足球,http://localhost:8000/hls/2876373761484811185
快乐垂钓,http://localhost:8000/hls/-2452940363682228356

🪁动画频道,#genre#
动漫秀场,http://localhost:8000/hls/2884936584446517919
爱动漫,http://localhost:8000/hls/-5002137103000118957
优漫卡通,http://localhost:8000/hls/4153470359582382636
优漫卡通,http://localhost:8000/hls/-8190072860268400172
优漫卡通,http://localhost:8000/hls/4390922241944376882
优漫卡通,http://localhost:8000/hls/6232817909760001091
黑莓动画,http://localhost:8000/hls/-8047015706963642848
24H国漫热播,http://localhost:8000/hls/8415896694556324156
浙江少儿,http://localhost:8000/hls/-6594944657271713465
河北少儿科教,http://localhost:8000/hls/3742715993576070117
七龙珠,http://localhost:8000/hls/-8514456400423717499
海绵宝宝,http://localhost:8000/hls/1150831126636469132
中华小当家,http://localhost:8000/hls/-1790937592917359302
猫和老鼠,http://localhost:8000/hls/-5387343554339568813
经典动漫,http://localhost:8000/hls/6237942914173149539
漫画解说,http://localhost:8000/hls/-1359634986417409637
漫画解说,http://localhost:8000/hls/1218009149679505349

🎮游戏频道,#genre#
游戏风云,http://localhost:8000/hls/5945581470385824322
游戏风云,http://localhost:8000/hls/7841615244699377146
游戏风云,http://localhost:8000/hls/-6479418689962797960
爱电竞,http://localhost:8000/hls/4757128679364322556

🎵音乐频道,#genre#
CCTV-15,http://localhost:8000/hls/-3249349970519222880
CCTV-15,http://localhost:8000/hls/-7050272306925970940
风云音乐,http://localhost:8000/hls/3801280094259055473
音乐之声,http://localhost:8000/hls/-7837410677604952962

🏛经典剧场,#genre#
笑傲江湖,http://localhost:8000/hls/-7370706132252983602
天龙八部,http://localhost:8000/hls/275535314045926631
三国演义,http://localhost:8000/hls/-8603711925171023146
封神榜,http://localhost:8000/hls/-6708553192582086669
封神榜,http://localhost:8000/hls/7536614038745678876
上海滩,http://localhost:8000/hls/6579345488865180774
射雕英雄传,http://localhost:8000/hls/7310765672432880974
